,FRAME,FRAME_FILE_PATH,CROP_FILE_PATH,CROP_NUM,xA,yA,xB,yB,ID,INFO
254,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_2.jpg,2,556,197,620,325,,
255,62,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_62.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_62_crop_3.jpg,3,150,82,246,274,,
256,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_0.jpg,0,499,69,640,357,,
257,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_1.jpg,1,409,61,553,349,,
258,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_2.jpg,2,273,60,417,348,,
259,63,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_63.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_63_crop_3.jpg,3,150,82,246,274,,
260,64,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_64.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_64_crop_0.jpg,0,475,56,619,344,,
261,64,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_64.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_64_crop_1.jpg,1,359,53,503,341,,
262,64,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_64.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_64_crop_2.jpg,2,149,80,245,272,,
263,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_0.jpg,0,362,40,506,328,,
264,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_1.jpg,1,146,9,290,297,,
265,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_2.jpg,2,463,95,559,287,,
266,65,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_65.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_65_crop_3.jpg,3,273,85,369,277,,
267,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_0.jpg,0,326,6,542,438,,
268,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_1.jpg,1,220,66,364,354,,
269,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_2.jpg,2,472,59,616,347,,
270,66,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_66.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_66_crop_3.jpg,3,152,78,248,270,,
271,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_0.jpg,0,130,117,226,309,,
272,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_1.jpg,1,402,100,498,292,,
273,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_2.jpg,2,350,94,446,286,,
274,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_3.jpg,3,298,88,394,280,,
275,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_4.jpg,4,232,79,328,271,,
276,67,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_67.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_67_crop_5.jpg,5,168,74,264,266,,
277,68,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_68.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_68_crop_0.jpg,0,343,0,559,429,,
278,68,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_68.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_68_crop_1.jpg,1,496,58,640,346,,
279,68,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_68.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_68_crop_2.jpg,2,148,82,244,274,,
280,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_0.jpg,0,125,118,221,310,,
281,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_1.jpg,1,140,9,284,297,,
282,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_2.jpg,2,405,100,501,292,,
283,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_3.jpg,3,356,94,452,286,,
284,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_4.jpg,4,300,90,396,282,,
285,69,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_69.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_69_crop_5.jpg,5,233,77,329,269,,
286,70,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_70.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_70_crop_0.jpg,0,141,5,285,293,,
287,70,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_70.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_70_crop_1.jpg,1,397,97,493,289,,
288,70,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_70.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_70_crop_2.jpg,2,318,96,414,288,,
289,70,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_70.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_70_crop_3.jpg,3,234,82,330,274,,
290,71,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_71.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_71_crop_0.jpg,0,142,17,286,305,,
291,71,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_71.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_71_crop_1.jpg,1,259,15,403,303,,
292,71,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_71.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_71_crop_2.jpg,2,437,98,533,290,,
293,71,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_71.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_71_crop_3.jpg,3,488,91,584,283,,
294,71,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_71.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_71_crop_4.jpg,4,365,86,461,278,,
295,72,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_72.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_72_crop_0.jpg,0,114,8,330,440,,
296,72,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_72.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_72_crop_1.jpg,1,281,5,497,437,,
297,72,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_72.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_72_crop_2.jpg,2,382,0,598,431,,
298,72,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_72.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_72_crop_3.jpg,3,578,171,640,299,,
299,73,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_73.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_73_crop_0.jpg,0,385,27,529,315,,
300,73,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_73.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_73_crop_1.jpg,1,142,4,286,292,,
301,73,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_73.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_73_crop_2.jpg,2,315,92,411,284,,
302,73,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_73.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_73_crop_3.jpg,3,234,79,330,271,,
303,74,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_74.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_74_crop_0.jpg,0,55,120,151,312,,
304,74,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_74.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_74_crop_1.jpg,1,394,20,538,308,,
305,74,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_74.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_74_crop_2.jpg,2,141,5,285,293,,
306,74,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_74.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_74_crop_3.jpg,3,322,97,418,289,,
307,74,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_74.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_74_crop_4.jpg,4,234,82,330,274,,
308,75,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_75.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_75_crop_0.jpg,0,272,41,416,329,,
309,75,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_75.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_75_crop_1.jpg,1,141,7,285,295,,
310,75,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_75.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_75_crop_2.jpg,2,475,100,571,292,,
311,75,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_75.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_75_crop_3.jpg,3,548,92,640,284,,
312,76,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_76.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_76_crop_0.jpg,0,235,44,379,332,,
313,76,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_76.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_76_crop_1.jpg,1,145,9,289,297,,
314,76,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_76.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_76_crop_2.jpg,2,376,102,472,294,,
315,76,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_76.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_76_crop_3.jpg,3,449,93,545,285,,
316,77,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_77.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_77_crop_0.jpg,0,300,52,444,340,,
317,77,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_77.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_77_crop_1.jpg,1,483,49,627,337,,
318,77,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_77.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_77_crop_2.jpg,2,137,21,281,309,,
319,78,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_78.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_78_crop_0.jpg,0,142,9,286,297,,
320,78,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_78.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_78_crop_1.jpg,1,440,94,536,286,,
321,78,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_78.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_78_crop_2.jpg,2,374,93,470,285,,
322,78,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_78.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_78_crop_3.jpg,3,246,78,342,270,,
323,79,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_79.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_79_crop_0.jpg,0,112,9,328,441,,
324,79,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_79.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_79_crop_1.jpg,1,278,6,494,438,,
325,79,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_79.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_79_crop_2.jpg,2,375,0,591,431,,
326,79,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_79.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_79_crop_3.jpg,3,578,168,640,296,,
327,80,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_80.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_80_crop_0.jpg,0,428,62,572,350,,
328,80,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_80.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_80_crop_1.jpg,1,299,60,443,348,,
329,80,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_80.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_80_crop_2.jpg,2,549,142,640,334,,
330,80,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_80.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_80_crop_3.jpg,3,150,82,246,274,,
331,81,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_81.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_81_crop_0.jpg,0,425,49,569,337,,
332,81,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_81.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_81_crop_1.jpg,1,332,40,476,328,,
333,81,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_81.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_81_crop_2.jpg,2,564,175,628,303,,
334,81,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_81.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_81_crop_3.jpg,3,131,14,275,302,,
335,81,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_81.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_81_crop_4.jpg,4,544,97,608,225,,
336,82,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_82.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_82_crop_0.jpg,0,366,40,510,328,,
337,82,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_82.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_82_crop_1.jpg,1,145,13,289,301,,
338,82,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_82.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_82_crop_2.jpg,2,465,93,561,285,,
339,82,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_82.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_82_crop_3.jpg,3,273,85,369,277,,
340,83,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_83.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_83_crop_0.jpg,0,289,48,433,336,,
341,83,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_83.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_83_crop_1.jpg,1,487,42,631,330,,
342,83,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_83.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_83_crop_2.jpg,2,139,20,283,308,,
343,84,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_84.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_84_crop_0.jpg,0,142,18,286,306,,
344,84,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_84.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_84_crop_1.jpg,1,433,101,529,293,,
345,84,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_84.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_84_crop_2.jpg,2,485,91,581,283,,
346,84,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_84.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_84_crop_3.jpg,3,283,89,379,281,,
347,84,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_84.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_84_crop_4.jpg,4,366,87,462,279,,
348,85,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_85.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_85_crop_0.jpg,0,141,12,285,300,,
349,85,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_85.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_85_crop_1.jpg,1,264,10,408,298,,
350,85,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_85.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_85_crop_2.jpg,2,494,99,590,291,,
351,85,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_85.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_85_crop_3.jpg,3,363,85,459,277,,
352,86,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_86.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_86_crop_0.jpg,0,143,11,287,299,,
353,86,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_86.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_86_crop_1.jpg,1,371,95,467,287,,
354,86,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_86.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_86_crop_2.jpg,2,441,93,537,285,,
355,86,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_86.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_86_crop_3.jpg,3,250,80,346,272,,
356,87,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_87.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_87_crop_0.jpg,0,117,116,213,308,,
357,87,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_87.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_87_crop_1.jpg,1,142,6,286,294,,
358,87,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_87.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_87_crop_2.jpg,2,408,100,504,292,,
359,87,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_87.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_87_crop_3.jpg,3,359,92,455,284,,
360,87,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_87.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_87_crop_4.jpg,4,303,89,399,281,,
361,88,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_88.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_88_crop_0.jpg,0,145,10,289,298,,
362,88,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_88.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_88_crop_1.jpg,1,378,99,474,291,,
363,88,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_88.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_88_crop_2.jpg,2,454,96,550,288,,
364,88,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_88.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_88_crop_3.jpg,3,270,84,366,276,,
365,89,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_89.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_89_crop_0.jpg,0,120,6,336,438,,
366,89,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_89.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_89_crop_1.jpg,1,285,5,501,437,,
367,89,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_89.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_89_crop_2.jpg,2,45,70,189,358,,
368,89,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_89.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_89_crop_3.jpg,3,572,169,636,297,,
369,90,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_90.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_90_crop_0.jpg,0,481,56,625,344,,
370,90,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_90.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_90_crop_1.jpg,1,369,50,513,338,,
371,90,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_90.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_90_crop_2.jpg,2,150,79,246,271,,
372,91,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_91.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_91_crop_0.jpg,0,500,68,640,356,,
373,91,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_91.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_91_crop_1.jpg,1,420,60,564,348,,
374,91,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_91.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_91_crop_2.jpg,2,281,60,425,348,,
375,91,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_91.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_91_crop_3.jpg,3,150,80,246,272,,
376,92,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_92.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_92_crop_0.jpg,0,372,38,516,326,,
377,92,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_92.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_92_crop_1.jpg,1,146,11,290,299,,
378,92,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_92.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_92_crop_2.jpg,2,468,93,564,285,,
379,92,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_92.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_92_crop_3.jpg,3,274,86,370,278,,
380,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_0.jpg,0,118,7,334,439,,
