,0,1,2,3,4,5,6,7,8,9,10
381,381,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_1.jpg,1,283,6,499,438,bob 0.99,"albert: 0.67818, anna: 0.89064, bob: 0.98887, carla: 0.95885, "
382,382,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_2.jpg,2,49,74,193,362,bob 0.95,"albert: 0.35500, anna: 0.91138, bob: 0.95241, carla: 0.27458, "
383,383,93,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_93.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_93_crop_3.jpg,3,573,169,637,297,carla 0.51,"albert: 0.02267, anna: 0.08974, bob: 0.40118, carla: 0.50803, "
384,384,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_0.jpg,0,295,6,511,438,bob 0.99,"albert: 0.85912, anna: 0.96229, bob: 0.99152, carla: 0.97630, "
385,385,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_1.jpg,1,131,3,347,435,carla 0.99,"albert: 0.82617, anna: 0.94277, bob: 0.94774, carla: 0.99100, "
386,386,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_2.jpg,2,18,74,162,362,anna 0.91,"albert: 0.80024, anna: 0.91173, bob: 0.84548, carla: 0.63679, "
387,387,94,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_94.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_94_crop_3.jpg,3,548,120,640,312,bob 0.90,"albert: 0.04810, anna: 0.17580, bob: 0.90264, carla: 0.81904, "
388,388,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_0.jpg,0,386,28,530,316,anna 0.99,"albert: 0.99084, anna: 0.99220, bob: 0.98594, carla: 0.97675, "
389,389,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_1.jpg,1,141,5,285,293,albert 0.99,"albert: 0.99469, anna: 0.94054, bob: 0.10218, carla: 0.94001, "
390,390,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_2.jpg,2,312,92,408,284,anna 0.98,"albert: 0.93811, anna: 0.97911, bob: 0.28394, carla: 0.84878, "
391,391,95,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_95.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_95_crop_3.jpg,3,234,79,330,271,carla 0.98,"albert: 0.91284, anna: 0.74390, bob: 0.92471, carla: 0.97902, "
392,392,96,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_96.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_96_crop_0.jpg,0,341,0,557,428,bob 0.99,"albert: 0.76240, anna: 0.86319, bob: 0.98582, carla: 0.95558, "
393,393,96,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_96.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_96_crop_1.jpg,1,498,57,640,345,bob 0.99,"albert: 0.04654, anna: 0.59546, bob: 0.98754, carla: 0.97392, "
394,394,96,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_96.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_96_crop_2.jpg,2,149,78,245,270,albert 0.98,"albert: 0.97912, anna: 0.83624, bob: 0.31214, carla: 0.93751, "
395,395,97,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_97.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_97_crop_0.jpg,0,387,12,603,444,carla 0.99,"albert: 0.82891, anna: 0.87168, bob: 0.98512, carla: 0.98883, "
396,396,97,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_97.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_97_crop_1.jpg,1,289,59,433,347,anna 0.95,"albert: 0.70156, anna: 0.94545, bob: 0.83528, carla: 0.75816, "
397,397,97,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_97.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_97_crop_2.jpg,2,150,80,246,272,albert 0.99,"albert: 0.98515, anna: 0.76353, bob: 0.28600, carla: 0.93790, "
398,398,98,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_98.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_98_crop_0.jpg,0,292,47,436,335,bob 0.97,"albert: 0.54809, anna: 0.65806, bob: 0.96603, carla: 0.89701, "
399,399,98,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_98.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_98_crop_1.jpg,1,486,45,630,333,anna 0.97,"albert: 0.69514, anna: 0.97026, bob: 0.93735, carla: 0.95067, "
400,400,98,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_98.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_98_crop_2.jpg,2,138,18,282,306,albert 0.99,"albert: 0.99097, anna: 0.95702, bob: 0.40510, carla: 0.93764, "
401,401,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_0.jpg,0,142,19,286,307,albert 0.99,"albert: 0.98989, anna: 0.96595, bob: 0.28931, carla: 0.93756, "
402,402,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_1.jpg,1,429,101,525,293,anna 0.99,"albert: 0.77181, anna: 0.99239, bob: 0.93146, carla: 0.94898, "
403,403,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_2.jpg,2,486,90,582,282,carla 0.99,"albert: 0.77612, anna: 0.77551, bob: 0.98680, carla: 0.99181, "
404,404,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_3.jpg,3,282,90,378,282,carla 0.98,"albert: 0.69986, anna: 0.56355, bob: 0.96299, carla: 0.98190, "
405,405,99,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_99.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_99_crop_4.jpg,4,367,88,463,280,anna 0.86,"albert: 0.72653, anna: 0.85558, bob: 0.33217, carla: 0.70787, "
406,406,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_0.jpg,0,0,127,93,319,albert 0.98,"albert: 0.97755, anna: 0.69891, bob: 0.57713, carla: 0.94846, "
407,407,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_1.jpg,1,142,8,286,296,albert 0.99,"albert: 0.99419, anna: 0.94716, bob: 0.07187, carla: 0.92484, "
408,408,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_2.jpg,2,438,94,534,286,carla 0.98,"albert: 0.80209, anna: 0.54250, bob: 0.95723, carla: 0.97904, "
409,409,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_3.jpg,3,373,92,469,284,bob 0.94,"albert: 0.17001, anna: 0.87444, bob: 0.93634, carla: 0.92115, "
410,410,100,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_100.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_100_crop_4.jpg,4,243,80,339,272,bob 0.99,"albert: 0.75377, anna: 0.80743, bob: 0.99058, carla: 0.98836, "
411,411,101,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_101.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_101_crop_0.jpg,0,341,0,557,432,bob 0.99,"albert: 0.71271, anna: 0.83773, bob: 0.98779, carla: 0.95239, "
412,412,101,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_101.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_101_crop_1.jpg,1,499,56,640,344,bob 0.99,"albert: 0.05360, anna: 0.72300, bob: 0.98512, carla: 0.95804, "
413,413,101,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_101.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_101_crop_2.jpg,2,149,81,245,273,albert 0.98,"albert: 0.97591, anna: 0.75409, bob: 0.30597, carla: 0.90822, "
414,414,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_0.jpg,0,319,7,535,439,bob 0.99,"albert: 0.93233, anna: 0.98307, bob: 0.99099, carla: 0.97311, "
415,415,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_1.jpg,1,0,71,137,359,albert 0.61,"albert: 0.60629, anna: 0.29485, bob: 0.17441, carla: 0.21280, "
416,416,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_2.jpg,2,208,66,352,354,anna 0.96,"albert: 0.55140, anna: 0.95645, bob: 0.32074, carla: 0.83648, "
417,417,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_3.jpg,3,461,62,605,350,bob 0.99,"albert: 0.50453, anna: 0.96874, bob: 0.99295, carla: 0.98641, "
418,418,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_4.jpg,4,571,178,635,306,bob 0.74,"albert: 0.08979, anna: 0.09870, bob: 0.74278, carla: 0.46437, "
419,419,102,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_102.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_102_crop_5.jpg,5,153,80,249,272,albert 0.99,"albert: 0.98590, anna: 0.80759, bob: 0.45959, carla: 0.93244, "
420,420,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_0.jpg,0,146,11,290,299,albert 0.99,"albert: 0.99214, anna: 0.94577, bob: 0.10474, carla: 0.91227, "
421,421,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_1.jpg,1,383,100,479,292,anna 0.99,"albert: 0.96433, anna: 0.98738, bob: 0.76085, carla: 0.84759, "
422,422,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_2.jpg,2,458,96,554,288,carla 0.99,"albert: 0.86738, anna: 0.60483, bob: 0.97624, carla: 0.99090, "
423,423,103,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_103.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_103_crop_3.jpg,3,271,84,367,276,bob 0.99,"albert: 0.64975, anna: 0.48998, bob: 0.99424, carla: 0.96903, "
424,424,104,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_104.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_104_crop_0.jpg,0,468,47,612,335,anna 0.97,"albert: 0.64073, anna: 0.96908, bob: 0.96270, carla: 0.96557, "
425,425,104,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_104.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_104_crop_1.jpg,1,308,38,452,326,bob 0.97,"albert: 0.67294, anna: 0.92553, bob: 0.97251, carla: 0.96555, "
426,426,104,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_104.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_104_crop_2.jpg,2,135,19,279,307,albert 0.99,"albert: 0.98988, anna: 0.91833, bob: 0.38536, carla: 0.93748, "
427,427,105,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_105.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_105_crop_0.jpg,0,346,12,562,444,bob 0.99,"albert: 0.81951, anna: 0.95278, bob: 0.98908, carla: 0.95932, "
428,428,105,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_105.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_105_crop_1.jpg,1,241,65,385,353,anna 0.93,"albert: 0.44916, anna: 0.93412, bob: 0.82463, carla: 0.70838, "
429,429,105,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_105.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_105_crop_2.jpg,2,151,80,247,272,albert 0.98,"albert: 0.98434, anna: 0.80552, bob: 0.33228, carla: 0.93767, "
430,430,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_0.jpg,0,374,38,518,326,albert 0.98,"albert: 0.98152, anna: 0.96976, bob: 0.19228, carla: 0.78254, "
431,431,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_1.jpg,1,146,14,290,302,albert 0.99,"albert: 0.99289, anna: 0.95028, bob: 0.19541, carla: 0.94205, "
432,432,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_2.jpg,2,471,93,567,285,carla 0.99,"albert: 0.89787, anna: 0.92845, bob: 0.97903, carla: 0.99381, "
433,433,106,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_106.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_106_crop_3.jpg,3,275,85,371,277,bob 0.99,"albert: 0.61499, anna: 0.71802, bob: 0.99345, carla: 0.98209, "
434,434,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_0.jpg,0,347,36,491,324,albert 0.98,"albert: 0.98451, anna: 0.90703, bob: 0.04587, carla: 0.81895, "
435,435,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_1.jpg,1,144,14,288,302,albert 0.99,"albert: 0.99342, anna: 0.94845, bob: 0.21838, carla: 0.93572, "
436,436,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_2.jpg,2,447,94,543,286,carla 0.99,"albert: 0.92199, anna: 0.86927, bob: 0.97933, carla: 0.99294, "
437,437,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_3.jpg,3,290,145,354,273,bob 0.98,"albert: 0.02593, anna: 0.44510, bob: 0.97623, carla: 0.88913, "
438,438,107,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_107.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_107_crop_4.jpg,4,255,76,351,268,bob 1.00,"albert: 0.21550, anna: 0.81357, bob: 0.99633, carla: 0.96551, "
439,439,108,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_108.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_108_crop_0.jpg,0,409,49,553,337,anna 0.96,"albert: 0.40699, anna: 0.95912, bob: 0.95680, carla: 0.94923, "
440,440,108,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_108.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_108_crop_1.jpg,1,344,37,488,325,carla 0.97,"albert: 0.91293, anna: 0.94601, bob: 0.95098, carla: 0.96983, "
441,441,108,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_108.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_108_crop_2.jpg,2,126,18,270,306,albert 0.99,"albert: 0.99304, anna: 0.95407, bob: 0.42507, carla: 0.97605, "
442,442,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_0.jpg,0,58,121,154,313,anna 0.98,"albert: 0.97160, anna: 0.98461, bob: 0.95553, carla: 0.98159, "
443,443,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_1.jpg,1,392,20,536,308,anna 0.99,"albert: 0.98324, anna: 0.98792, bob: 0.95243, carla: 0.94473, "
444,444,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_2.jpg,2,141,6,285,294,albert 0.99,"albert: 0.99236, anna: 0.93087, bob: 0.08412, carla: 0.92101, "
445,445,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_3.jpg,3,321,96,417,288,anna 0.99,"albert: 0.96936, anna: 0.99338, bob: 0.43154, carla: 0.89861, "
446,446,109,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_109.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_109_crop_4.jpg,4,234,82,330,274,carla 0.98,"albert: 0.88960, anna: 0.79161, bob: 0.95099, carla: 0.98097, "
447,447,110,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_110.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_110_crop_0.jpg,0,284,0,500,428,anna 0.98,"albert: 0.95919, anna: 0.98034, bob: 0.94310, carla: 0.93980, "
448,448,110,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_110.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_110_crop_1.jpg,1,450,58,594,346,bob 0.99,"albert: 0.74565, anna: 0.83426, bob: 0.99008, carla: 0.98651, "
449,449,110,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_110.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_110_crop_2.jpg,2,150,80,246,272,albert 0.99,"albert: 0.98602, anna: 0.77994, bob: 0.35444, carla: 0.94788, "
450,450,111,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_111.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_111_crop_0.jpg,0,297,51,441,339,bob 0.97,"albert: 0.53884, anna: 0.77447, bob: 0.97291, carla: 0.94469, "
451,451,111,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_111.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_111_crop_1.jpg,1,485,48,629,336,anna 0.99,"albert: 0.74181, anna: 0.98524, bob: 0.94905, carla: 0.96693, "
452,452,111,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_111.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_111_crop_2.jpg,2,137,20,281,308,albert 0.99,"albert: 0.98909, anna: 0.94556, bob: 0.42128, carla: 0.93486, "
453,453,112,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_112.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_112_crop_0.jpg,0,437,48,581,336,carla 0.97,"albert: 0.73370, anna: 0.95384, bob: 0.96207, carla: 0.96543, "
454,454,112,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_112.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_112_crop_1.jpg,1,323,39,467,327,carla 0.98,"albert: 0.80834, anna: 0.94951, bob: 0.92770, carla: 0.97786, "
455,455,112,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_112.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_112_crop_2.jpg,2,132,13,276,301,albert 0.99,"albert: 0.99481, anna: 0.92147, bob: 0.18213, carla: 0.93591, "
456,456,113,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_113.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_113_crop_0.jpg,0,484,55,628,343,bob 0.99,"albert: 0.34284, anna: 0.94053, bob: 0.99227, carla: 0.98562, "
457,457,113,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_113.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_113_crop_1.jpg,1,372,49,516,337,carla 0.98,"albert: 0.67619, anna: 0.93373, bob: 0.96862, carla: 0.97596, "
458,458,113,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_113.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_113_crop_2.jpg,2,149,83,245,275,albert 0.98,"albert: 0.98289, anna: 0.77001, bob: 0.45366, carla: 0.92787, "
459,459,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_0.jpg,0,76,41,220,329,anna 0.96,"albert: 0.93670, anna: 0.95879, bob: 0.56161, carla: 0.93260, "
460,460,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_1.jpg,1,142,5,286,293,albert 0.99,"albert: 0.99404, anna: 0.93721, bob: 0.09477, carla: 0.93585, "
461,461,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_2.jpg,2,387,94,483,286,bob 0.98,"albert: 0.07321, anna: 0.87843, bob: 0.97579, carla: 0.96120, "
462,462,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_3.jpg,3,309,92,405,284,albert 0.97,"albert: 0.97355, anna: 0.96010, bob: 0.21919, carla: 0.90593, "
463,463,114,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_114.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_114_crop_4.jpg,4,234,78,330,270,carla 0.99,"albert: 0.90383, anna: 0.86457, bob: 0.96539, carla: 0.98510, "
464,464,115,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_115.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_115_crop_0.jpg,0,494,57,638,345,bob 0.99,"albert: 0.06923, anna: 0.50048, bob: 0.99376, carla: 0.98043, "
465,465,115,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_115.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_115_crop_1.jpg,1,375,49,519,337,bob 0.94,"albert: 0.77767, anna: 0.93256, bob: 0.94142, carla: 0.91822, "
466,466,115,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_115.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_115_crop_2.jpg,2,148,80,244,272,albert 0.98,"albert: 0.98165, anna: 0.84117, bob: 0.36106, carla: 0.94808, "
467,467,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_0.jpg,0,270,36,414,324,anna 0.97,"albert: 0.95878, anna: 0.97001, bob: 0.81841, carla: 0.96637, "
468,468,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_1.jpg,1,469,106,565,298,anna 1.00,"albert: 0.89676, anna: 0.99509, bob: 0.94461, carla: 0.95794, "
469,469,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_2.jpg,2,549,104,640,296,carla 0.98,"albert: 0.42398, anna: 0.96637, bob: 0.97743, carla: 0.97975, "
470,470,116,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_116.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_116_crop_3.jpg,3,141,8,285,296,albert 0.99,"albert: 0.99199, anna: 0.92731, bob: 0.07052, carla: 0.90985, "
